,Close,High,Open,Low
0,0.7591244683734919,0.743479236060601,0.7545413571251912,0.7716244614893883
1,0.7578774572062308,0.7433584479562384,0.757491311572056,0.7713973241357259
2,0.7602630911828863,0.7431030191621075,0.7562533551597977,0.7726925517671338
3,0.758952496642011,0.7447483719911796,0.7565272859198952,0.7720424311735498
4,0.7615117053118229,0.745687557245951,0.7579053952269097,0.7733551901082112
5,0.761616681549161,0.7461098823368892,0.7591957877625205,0.7739739006160752
6,0.7623290414397831,0.747276689135698,0.759235755389944,0.7741355219981993
7,0.7617806246072139,0.7462365728511069,0.7598329290471795,0.7741132214914263
8,0.7617203630885898,0.7466436142144237,0.7593330343689183,0.7738349182883344
9,0.7617404451747689,0.7468793795617553,0.7592175597758586,0.7735773773421979
10,0.7611359165476224,0.7468591600154464,0.75894259066435,0.7729942628077076
11,0.7604524734003398,0.7462537106079129,0.758415327744032,0.7723112231614582
12,0.7598983984500216,0.7456952668237783,0.7577327358682382,0.7714870729628606
13,0.7592691687257527,0.7453233537902868,0.7571661386934384,0.7708587961859475
14,0.7585303711706068,0.7447267847286424,0.7565297981811947,0.770080170414051
15,0.7579762563282461,0.7443177789523886,0.7558630757877884,0.7693350020112677
16,0.7573211884854989,0.7438135634829015,0.7553005889446843,0.7686301595684352
17,0.756753499342186,0.7433004880432419,0.7546823996879757,0.7679449709030121
18,0.7561765021984314,0.7428329306337048,0.7541251958487347,0.7672927481016146
19,0.7556373778600267,0.742377374435446,0.7535929814812746,0.766674645724613
20,0.755123786270395,0.741940438239014,0.7530528461740364,0.7660732078999667
21,0.7546025796345434,0.7415118129469906,0.7525616071652663,0.765502384790777
22,0.75411159959514,0.7410823547130156,0.7520622558681276,0.7649359574369211
23,0.7536112784386794,0.7406466613928393,0.75157060099321,0.7643802910386175
24,0.753133604396053,0.7402264643065704,0.7510921573919558,0.7638480160079697
25,0.7526559422685746,0.7398088868604591,0.750619467987748,0.7633215157232863
26,0.7521817304034996,0.7393909758877156,0.7501527190889538,0.7628029244917285
27,0.7517206804325801,0.7389746159297578,0.7496892749696801,0.7622945774715814
